index,Station,Date,Tavg,PrecipTotal,StnPressure,ResultDir,AvgSpeed,Sunlight,MIFG,TS,SQ,GR,VCFG,FG+,SN,FG,VCTS,BCFG,BR,RA,FU,DZ,TSRA,HZ
2236,1,2013-05-15,72.0,0.0,29.07,28,8.4,14.533333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2237,2,2013-05-15,72.5,0.0,29.14,24,9.5,14.533333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2238,1,2013-05-16,68.0,0.0,29.2,7,5.0,14.566666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2239,2,2013-05-16,69.0,0.0,29.26,7,5.3,14.566666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2240,1,2013-05-17,62.5,0.0,29.29,4,6.8,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2241,2,2013-05-17,65.5,0.0,29.36,6,6.1,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2242,1,2013-05-18,68.0,0.0,29.26,12,6.5,14.633333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2243,2,2013-05-18,69.0,0.0,29.33,10,7.0,14.633333333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2244,1,2013-05-19,72.0,0.0,29.12,14,7.6,14.666666666666666,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2245,2,2013-05-19,74.5,0.0,29.18,15,8.1,14.666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2246,1,2013-05-20,77.0,1.09,29.03,22,13.7,14.7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
2247,2,2013-05-20,78.5,1.25,29.1,20,14.4,14.7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2248,1,2013-05-21,72.5,0.56,28.96,20,12.1,14.733333333333333,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2249,2,2013-05-21,73.5,0.2,29.03,20,12.8,14.733333333333333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2250,1,2013-05-22,62.5,1.35,28.97,25,7.4,14.766666666666667,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2251,2,2013-05-22,64.5,0.65,29.03,23,9.3,14.766666666666667,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2252,1,2013-05-23,48.0,0.06,29.38,2,14.8,14.783333333333333,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2253,2,2013-05-23,49.5,0.12,29.44,36,18.1,14.783333333333333,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2254,1,2013-05-24,49.0,0.0,29.62,4,8.1,14.816666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2255,2,2013-05-24,49.5,0.0,29.7,3,9.0,14.816666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2256,1,2013-05-25,50.5,0.0,29.59,5,5.1,14.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2257,2,2013-05-25,51.5,0.0,29.67,6,3.7,14.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2258,1,2013-05-26,56.0,0.02,29.47,9,7.4,14.883333333333333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2259,2,2013-05-26,56.5,0.0,29.54,9,5.7,14.883333333333333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2260,1,2013-05-27,57.5,0.23,29.21,9,9.1,14.9,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
2261,2,2013-05-27,60.5,0.19,29.28,10,8.3,14.9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
2262,1,2013-05-28,66.0,0.2,29.06,21,10.2,14.916666666666666,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
2263,2,2013-05-28,67.5,2.2,29.13,19,10.3,14.916666666666666,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
2264,1,2013-05-29,74.0,0.01,29.16,20,8.7,14.933333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2265,2,2013-05-29,75.0,0.02,29.23,20,9.2,14.933333333333334,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2266,1,2013-05-30,73.5,0.51,29.13,19,14.6,14.966666666666667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2267,2,2013-05-30,74.5,0.09,29.22,18,13.9,14.966666666666667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2268,1,2013-05-31,70.5,0.3,29.05,20,12.1,14.983333333333333,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2269,2,2013-05-31,71.5,0.23,29.13,19,12.7,14.983333333333333,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
2270,1,2013-06-01,69.5,0.56,28.98,22,13.0,15.016666666666667,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2271,2,2013-06-01,69.5,0.44,29.05,21,11.9,15.016666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2272,1,2013-06-02,53.0,0.01,29.24,5,6.2,15.016666666666667,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
2273,2,2013-06-02,55.0,0.01,29.31,4,7.7,15.016666666666667,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2274,1,2013-06-03,55.5,0.0,29.34,12,4.8,15.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2275,2,2013-06-03,55.5,0.0,29.41,9,4.0,15.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2276,1,2013-06-04,61.0,0.0,29.39,7,6.1,15.066666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2277,2,2013-06-04,61.0,0.0,29.46,7,6.9,15.066666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2278,1,2013-06-05,63.5,0.01,29.24,5,8.2,15.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2279,2,2013-06-05,66.0,0.0,29.33,6,8.3,15.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2280,1,2013-06-06,58.0,0.15,29.18,3,9.1,15.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2281,2,2013-06-06,59.5,0.06,29.23,3,9.6,15.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2282,1,2013-06-07,60.0,0.0,29.2,3,9.9,15.116666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2283,2,2013-06-07,61.0,0.0,29.26,2,9.2,15.116666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2284,1,2013-06-08,61.5,0.0,29.25,7,5.4,15.133333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2285,2,2013-06-08,62.0,0.0,29.31,6,5.6,15.133333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2286,1,2013-06-09,67.5,0.01,29.15,15,8.9,15.15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2287,2,2013-06-09,70.5,0.01,29.22,15,8.4,15.15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2288,1,2013-06-10,68.0,0.26,29.08,4,4.3,15.166666666666666,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
2289,2,2013-06-10,68.0,0.85,29.14,7,4.4,15.166666666666666,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
2290,1,2013-06-11,71.5,0.0,29.13,25,4.5,15.166666666666666,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2291,2,2013-06-11,72.0,0.24,29.21,23,4.1,15.166666666666666,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
2292,1,2013-06-12,74.5,0.75,29.0,8,8.0,15.183333333333334,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2293,2,2013-06-12,75.5,0.25,29.08,5,5.8,15.183333333333334,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
2294,1,2013-06-13,65.5,0.0,29.23,3,12.2,15.183333333333334,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2295,2,2013-06-13,65.5,0.0,29.29,1,13.2,15.183333333333334,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2296,1,2013-06-14,67.0,0.0,29.34,6,7.9,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2297,2,2013-06-14,66.5,0.0,29.4,5,7.8,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2298,1,2013-06-15,69.0,0.17,29.21,21,7.7,15.2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2299,2,2013-06-15,71.0,0.12,29.28,21,7.2,15.2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2300,1,2013-06-16,77.5,0.0,29.16,27,9.2,15.216666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2301,2,2013-06-16,76.0,0.0,29.23,24,9.5,15.216666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2302,1,2013-06-17,73.5,0.03,29.18,29,8.1,15.216666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2303,2,2013-06-17,75.0,0.1,29.24,28,8.4,15.216666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2304,1,2013-06-18,63.5,0.0,29.31,3,11.6,15.216666666666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2305,2,2013-06-18,63.5,0.01,29.36,2,12.4,15.216666666666667,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
2306,1,2013-06-19,64.0,0.0,29.39,8,6.9,15.233333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2307,2,2013-06-19,66.0,0.0,29.44,7,7.2,15.233333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2308,1,2013-06-20,71.0,0.0,29.38,12,5.9,15.233333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2309,2,2013-06-20,74.0,0.0,29.45,11,7.2,15.233333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2310,1,2013-06-21,75.0,0.79,29.34,19,9.5,15.233333333333333,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2311,2,2013-06-21,77.5,0.11,29.39,19,9.6,15.233333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2312,1,2013-06-22,73.5,0.04,29.3,22,8.4,15.233333333333333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2313,2,2013-06-22,76.5,0.0,29.37,20,7.8,15.233333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2314,1,2013-06-23,76.5,0.84,29.26,20,11.5,15.233333333333333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2315,2,2013-06-23,79.0,0.0,29.34,20,9.5,15.233333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2316,1,2013-06-24,78.0,0.18,29.25,23,10.0,15.233333333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2317,2,2013-06-24,77.0,0.14,29.3,21,11.0,15.233333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2318,1,2013-06-25,76.0,0.03,29.13,19,6.9,15.233333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2319,2,2013-06-25,78.5,0.0,29.21,21,8.6,15.233333333333333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2320,1,2013-06-26,73.0,1.48,29.05,16,7.4,15.216666666666667,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
2321,2,2013-06-26,74.5,0.19,29.11,18,9.0,15.216666666666667,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2322,1,2013-06-27,77.0,0.92,29.01,29,7.2,15.216666666666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2323,2,2013-06-27,78.5,0.59,29.08,29,6.8,15.216666666666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2324,1,2013-06-28,75.0,0.0,28.91,31,10.9,15.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2325,2,2013-06-28,75.5,0.16,28.97,29,9.8,15.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2326,1,2013-06-29,68.0,0.0,28.97,2,12.3,15.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2327,2,2013-06-29,68.0,0.0,29.03,1,12.0,15.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2328,1,2013-06-30,69.5,0.0,29.2,2,13.9,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2329,2,2013-06-30,70.0,0.0,29.25,1,14.2,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2330,1,2013-07-01,67.0,0.0,29.31,3,12.3,15.183333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2331,2,2013-07-01,68.0,0.0,29.37,3,13.6,15.183333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2332,1,2013-07-02,64.0,0.0,29.33,3,11.2,15.183333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2333,2,2013-07-02,65.0,0.0,29.39,3,12.3,15.183333333333334,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2334,1,2013-07-03,65.5,0.02,29.32,2,5.3,15.166666666666666,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2335,2,2013-07-03,68.0,0.07,29.38,36,4.2,15.166666666666666,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2336,1,2013-07-04,69.5,0.0,29.34,20,5.1,15.133333333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2337,2,2013-07-04,72.0,0.0,29.41,19,7.7,15.133333333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2338,1,2013-07-05,73.0,0.0,29.33,19,4.8,15.133333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2339,2,2013-07-05,75.0,0.0,29.39,20,5.9,15.133333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2340,1,2013-07-06,74.0,0.0,29.29,19,4.5,15.116666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2341,2,2013-07-06,76.5,0.0,29.36,19,5.9,15.116666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2342,1,2013-07-07,79.0,0.0,29.26,21,6.8,15.116666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2343,2,2013-07-07,79.5,0.0,29.33,21,8.2,15.116666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2344,1,2013-07-08,78.0,0.5,29.24,23,8.4,15.083333333333334,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
2345,2,2013-07-08,79.0,0.84,29.31,22,10.5,15.083333333333334,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2346,1,2013-07-09,79.0,0.0,29.19,23,7.3,15.066666666666666,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2347,2,2013-07-09,80.0,0.01,29.26,23,9.3,15.066666666666666,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
2348,1,2013-07-10,75.5,0.0,29.2,34,8.3,15.066666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2349,2,2013-07-10,76.5,0.0,29.26,3,8.0,15.066666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2350,1,2013-07-11,72.5,0.0,29.36,3,7.4,15.033333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2351,2,2013-07-11,71.5,0.0,29.42,3,7.5,15.033333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2352,1,2013-07-12,70.5,0.0,29.38,8,4.8,15.016666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2353,2,2013-07-12,71.0,0.0,29.44,8,5.4,15.016666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2354,1,2013-07-13,73.0,0.0,29.41,9,7.5,14.983333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2355,2,2013-07-13,75.0,0.0,29.47,9,7.1,14.983333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2356,1,2013-07-14,80.0,0.0,29.47,9,7.6,14.983333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2357,2,2013-07-14,80.5,0.0,29.52,8,8.5,14.983333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2358,1,2013-07-15,80.0,0.09,29.52,8,5.1,14.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2359,2,2013-07-15,83.0,0.02,29.57,8,6.2,14.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2360,1,2013-07-16,82.5,0.0,29.54,23,6.8,14.916666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2361,2,2013-07-16,85.0,0.01,29.61,22,7.3,14.916666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2362,1,2013-07-17,85.0,0.0,29.51,26,6.9,14.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2363,2,2013-07-17,86.0,0.0,29.57,25,7.1,14.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2364,1,2013-07-18,86.0,0.0,29.31,24,8.1,14.866666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2365,2,2013-07-18,87.5,0.0,29.38,23,9.4,14.866666666666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2366,1,2013-07-19,83.5,0.58,29.1,25,14.0,14.833333333333334,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2367,2,2013-07-19,86.0,0.0,29.17,24,13.9,14.833333333333334,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2368,1,2013-07-20,80.0,0.06,29.17,1,7.5,14.833333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2369,2,2013-07-20,80.0,0.01,29.23,3,7.2,14.833333333333334,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2370,1,2013-07-21,78.0,0.01,29.18,7,6.7,14.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2371,2,2013-07-21,80.5,0.0,29.24,11,7.9,14.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2372,1,2013-07-22,79.0,0.0,29.07,24,7.4,14.766666666666667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2373,2,2013-07-22,81.0,0.0,29.14,21,7.4,14.766666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2374,1,2013-07-23,70.5,0.03,29.15,2,11.0,14.733333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2375,2,2013-07-23,72.5,0.0,29.21,1,11.4,14.733333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2376,1,2013-07-24,66.0,0.0,29.31,5,8.1,14.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2377,2,2013-07-24,67.5,0.0,29.38,5,10.5,14.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2378,1,2013-07-25,69.0,0.0,29.33,23,5.1,14.666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2379,2,2013-07-25,69.5,0.0,29.39,23,3.9,14.666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2380,1,2013-07-26,66.0,0.39,29.21,22,8.5,14.65,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2381,2,2013-07-26,69.5,0.01,29.28,21,10.2,14.65,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2382,1,2013-07-27,60.0,0.0,29.17,30,10.6,14.616666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2383,2,2013-07-27,62.5,0.0,29.23,30,11.3,14.616666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2384,1,2013-07-28,61.5,0.0,29.23,28,9.1,14.583333333333334,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2385,2,2013-07-28,63.0,0.0,29.3,26,9.8,14.583333333333334,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2386,1,2013-07-29,66.5,0.0,29.41,1,7.0,14.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2387,2,2013-07-29,67.0,0.0,29.47,2,7.7,14.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2388,1,2013-07-30,65.5,0.04,29.39,16,4.7,14.516666666666667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2389,2,2013-07-30,67.5,0.0,29.46,16,6.0,14.516666666666667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2390,1,2013-07-31,68.5,0.5,29.26,32,4.4,14.483333333333333,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
2391,2,2013-07-31,69.5,0.18,29.33,30,4.2,14.483333333333333,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
2392,1,2013-08-01,71.0,0.0,29.23,30,7.8,14.433333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2393,2,2013-08-01,71.5,0.0,29.29,29,7.1,14.433333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2394,1,2013-08-02,73.0,0.63,29.15,29,8.2,14.4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2395,2,2013-08-02,75.5,0.41,29.23,23,7.7,14.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2396,1,2013-08-03,72.5,0.0,29.33,2,6.8,14.366666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2397,2,2013-08-03,72.5,0.0,29.39,4,8.4,14.366666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2398,1,2013-08-04,67.5,0.0,29.42,6,7.8,14.333333333333334,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2399,2,2013-08-04,67.0,0.0,29.49,7,6.9,14.333333333333334,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2400,1,2013-08-05,66.5,0.07,29.23,19,7.6,14.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2401,2,2013-08-05,69.5,0.02,29.29,18,7.9,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2402,1,2013-08-06,75.0,0.04,29.13,21,8.0,14.266666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403,2,2013-08-06,76.5,0.0,29.21,21,9.4,14.266666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2404,1,2013-08-07,78.0,0.0,29.14,30,9.9,14.216666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2405,2,2013-08-07,80.5,0.01,29.2,30,10.5,14.216666666666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2406,1,2013-08-08,71.5,0.0,29.26,5,9.3,14.183333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2407,2,2013-08-08,74.0,0.0,29.33,5,10.8,14.183333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2408,1,2013-08-09,70.5,0.0,29.28,27,5.3,14.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2409,2,2013-08-09,73.0,0.0,29.34,27,5.6,14.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2410,1,2013-08-10,72.5,0.0,29.315,5,6.5,14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2411,2,2013-08-10,74.5,0.0,29.380000000000003,6,7.4,14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2412,1,2013-08-11,70.5,0.01,29.35,27,3.0,14.066666666666666,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2413,2,2013-08-11,73.5,0.0,29.42,24,5.4,14.066666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2414,1,2013-08-12,74.5,0.27,29.21,27,7.5,14.033333333333333,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2415,2,2013-08-12,77.0,0.66,29.27,26,7.7,14.033333333333333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2416,1,2013-08-13,64.0,0.0,29.37,3,9.6,13.983333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2417,2,2013-08-13,66.5,0.0,29.42,2,11.9,13.983333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2418,1,2013-08-14,64.0,0.0,29.44,4,7.1,13.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2419,2,2013-08-14,64.5,0.0,29.52,3,7.0,13.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2420,1,2013-08-15,65.0,0.0,29.4,24,4.9,13.916666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2421,2,2013-08-15,65.5,0.0,29.47,22,5.0,13.916666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2422,1,2013-08-16,68.5,0.0,29.44,4,5.2,13.866666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2423,2,2013-08-16,70.0,0.0,29.5,7,5.8,13.866666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2424,1,2013-08-17,69.0,0.0,29.47,8,6.4,13.833333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2425,2,2013-08-17,69.5,0.0,29.53,7,6.3,13.833333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2426,1,2013-08-18,70.0,0.0,29.41,8,4.8,13.783333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2427,2,2013-08-18,71.5,0.0,29.48,8,4.8,13.783333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2428,1,2013-08-19,71.0,0.0,29.34,25,5.3,13.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2429,2,2013-08-19,74.5,0.0,29.41,25,4.6,13.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2430,1,2013-08-20,77.0,0.0,29.34,22,8.0,13.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2431,2,2013-08-20,78.0,0.0,29.41,21,7.5,13.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2432,1,2013-08-21,79.0,0.01,29.3,23,9.0,13.666666666666666,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2433,2,2013-08-21,80.5,0.05,29.37,22,9.3,13.666666666666666,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2434,1,2013-08-22,73.0,0.23,29.36,23,7.0,13.616666666666667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2435,2,2013-08-22,72.5,0.36,29.42,24,7.0,13.616666666666667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2436,1,2013-08-23,72.0,0.0,29.43,6,6.8,13.566666666666666,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
